Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details
BESAN,8901524000212,code128,AHAR,C1,1111,1111,1111,65,65,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
COKE 1.25L,8901764012808,code128,COCA COLA,C1,1111,1111,1111,65,65,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
LIMCA 1.25L,8901764052804,code128,COCA COLA,C1,1111,1111,1111,65,65,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
DEGI MIRCH,8902167000034,code128,MDH,C1,1111,1111,1111,65,65,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
DHAMPUR SUGAR,8902195070627,code128,DHAMPUR,C1,1111,1111,1111,65,65,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
ANNE FRENCH HAIR REMOVER ROSE,8902393565888,code128,PFIZER ,C1,1111,1111,1111,65,65,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
ANNE FRENCH HAIR REMOVER LEMON,8902393565925,code128,PFIZER ,C1,1111,1111,1111,65,65,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CORRIANDER POWDER,8904043927299,code128,TATA SAMPANN,C1,1111,1111,1111,65,65,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
EGGLESS MAYONESE,8906069402644,code128,VEEBA,C1,1111,1111,1111,65,65,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
ROSTED DALIYA,8901524000366,code128,AHAR,C1,1111,1111,1111,66,66,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CHICKEN MASALA,8902167000218,code128,MDH,C1,1111,1111,1111,67,67,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
TOPS GREEN CHILLI SAUCE,8904288601374,code128,TOPS,C1,1111,1111,1111,67,67,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MAAGIE MASALA 6 PACK,8901058851328,code128,NESTLE,C1,1111,1111,1111,68,68,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
HIMALAYA GENTLE BABY SOAP,8901138512606,code128,HIMALAYA,C1,1111,1111,1111,68,68,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KITCHEN KING,8902167000102,code128,MDH,C1,1111,1111,1111,68,68,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MASOOR DAL WHOLE,8904043926582,code128,TATA SAMPANN,C1,1111,1111,1111,69,69,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
TOPS SOYA SAUCE,8904288601435,code128,TOPS,C1,1111,1111,1111,69,69,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
VENUS RAZOR GIRLS,4987176029768,code128,P&G,C1,1111,1111,1111,70,70,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
TAAZA TEA,8901030456381,code128,HUL,C1,1111,1111,1111,70,70,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
POND'S WHITE BEAUTY,8901030786051,code128,HUL,C1,1111,1111,1111,70,70,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
EVERYUTH WALNUT SCRUB,8901120141012,code128,ZYDUS WELNESS,C1,1111,1111,1111,70,70,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
HIMALAYA BABY CREAM,8901138511487,code128,HIMALAYA,C1,1111,1111,1111,70,70,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
HIMALAYA GENTLE BABY POWDER,8901138511814,code128,HIMALAYA,C1,1111,1111,1111,70,70,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
BOROPLUS ANITSEPTIC CREAM,8901248101110,code128,EMAMI,C1,1111,1111,1111,70,70,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
POHA,8901524001318,code128,AHAR,C1,1111,1111,1111,70,70,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
BOROLINE NIGHT REPAIR CREAM,8901531300022,code128,BOROLINE,C1,1111,1111,1111,70,70,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MEAT KA MASALA,8902167000140,code128,MDH,C1,1111,1111,1111,70,70,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KALI MIRCH,8902167000492,code128,MDH,C1,1111,1111,1111,70,70,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MASOOR DAL MALKA,8904043926667,code128,TATA SAMPANN,C1,1111,1111,1111,71,71,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KABULI CHANA,8904043926704,code128,TATA SAMPANN,C1,1111,1111,1111,71,71,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
NO. 1 BATH SOAP,8901023007408,code128,GODREJ,C1,1111,1111,1111,72,72,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
VASELINE PETRO JELLY,8901030734182,code128,HUL,C1,1111,1111,1111,72,72,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GLOW & LOVELY AYURVEDIC,8901030736070,code128,HUL,C1,1111,1111,1111,72,72,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MOTTEIN LIQUID,8901396528302,code128,HINDUSTAN FOODS,C1,1111,1111,1111,72,72,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
TOPS SNACKS SAUCE,8904288601220,code128,TOPS,C1,1111,1111,1111,72,72,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MEDIMIX BATH SOAP,8904018301673,code128,SAUNDARYA PRASARAK,C1,1111,1111,1111,74,74,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GULABARI GULAB JAL,89005606,code128,DABUR,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
COFFEE,89006733,code128,NESCAFE,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
JOHNSONS BABY POWDER,8901012116562,code128,JHONSON & JHONSON,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
JOHNSONS BABY CREAM,8901012116814,code128,JHONSON & JHONSON,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
JOHNSONS MILK + RICE BABY CREAM,8901012117002,code128,JHONSON & JHONSON,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
TAAZA MASALA TEA,8901030686504,code128,HUL,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GLOW & HANDSOME,8901030742651,code128,HUL,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
EVERYOUTH GOLDEN GLOW PEEL OFF MASK,8901548147191,code128,ZYDUS WELNESS,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
HONEY,8904109449215,code128,PATANJALI,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KESH KANTI NATURAL SHAMPOO,8904109464683,code128,PATANJALI,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
ALLOUT LIQUID,8906006430662,code128,ALLOUT,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
PASTA & PIZZA,8906069402668,code128,VEEBA,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CARROTS & CUCUMBERS,8906069402699,code128,VEEBA,C1,1111,1111,1111,75,75,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
LOBIYA,8904043901657,code128,TATA SAMPANN,C1,1111,1111,1111,76,76,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CORNFLOUR,8901030521218,code128,BROWN & POLSON,C1,1111,1111,1111,77,77,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
STAYFREE SECURE 20 PADS,8901012165256,code128,JHONSON & JHONSON,C1,1111,1111,1111,78,78,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GARAM MASALA,8902167000126,code128,MDH,C1,1111,1111,1111,78,78,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
FACEWASH WHITE BEAUTY,8901030739576,code128,PONDS,C1,1111,1111,1111,79,79,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
PONDS WHITE BEAUTY FACE WASH,8901030794148,code128,HUL,C1,1111,1111,1111,79,79,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
WHISPER MAXI FIT REGULAR,4902430909143,code128,P&G,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
JOHNSONS BABY HAIR OIL,8901012118085,code128,JHONSON & JHONSON,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
LIFEBUOY BATH SOAP,8901030726910,code128,HUL,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
HIMALYA COMPLETE CARE TOOTHPASTE,8901138836108,code128,HIMALAYA,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KAMASUTRA BUTTERSCOTCH CONDOMS,8901216406650,code128,KAMASUTRA,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KAMASUTRA VANILLA CONDOMS,8901216406667,code128,KAMASUTRA,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KAMASUTRA COFFEE CONDOMS,8901216406674,code128,KAMASUTRA,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KAMASUTRA BANANA CONDOMS,8901216406681,code128,KAMASUTRA,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KAMASUTRA ORANGE CONDOMS,8901216406902,code128,KAMASUTRA,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KAMASUTRA PINEAPPLE CONDOMS,8901216406940,code128,KAMASUTRA,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
ZANDU BALM,8901248701112,code128,ZANDU,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
DHAMPUR GREEN SUGAR,8901612000537,code128,DHAMPUR,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
SHAHI PANEER,8902167001048,code128,MDH,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
ALUMINIUM FOIL BLUE,8906083860031,code128,PARAMOUNT,C1,1111,1111,1111,80,80,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
URAD SABUT,8904043926155,code128,TATA SAMPANN,C1,1111,1111,1111,81,81,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
VEET HAIR REMOVAL CREAM NIKHAAR,8901396343905,code128,RECKITT BENCKISER,C1,1111,1111,1111,82,82,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
AMCHUR POWDER,8902167000300,code128,MDH,C1,1111,1111,1111,82,82,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MOONG SABUT,8904043926421,code128,TATA SAMPANN,C1,1111,1111,1111,83,83,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CLINIC PLUS SHAMPOO,8901030748066,code128,HUL,C1,1111,1111,1111,84,84,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CHILLI POWDER,8904043927220,code128,TATA SAMPANN,C1,1111,1111,1111,84,84,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
NIVEA SOFT MOISTURISER,42204169,code128,NIVEA,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GILLETTE SHAVE GEL,4902430722049,code128,P&G,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GILLETTE REGULAR SHAVING FOAM,4902430722193,code128,P&G,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
JOHNSONS TOP-TO-TOE BABY BATH,8901012116883,code128,JHONSON & JHONSON,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
LIFEBUOY HAND WASH,8901030767319,code128,LIFEBUOY,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
FAIR & LOVELY MENS FACE WASH,8901030777974,code128,HUL,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
TOOTHPASTE,8901030788055,code128,CLOSEUP,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CLOSEUP EVERFRESH+,8901030788055,code128,HUL,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
HIMALAYA GENTLE BABY SHAMPOO,8901138511449,code128,HIMALAYA,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
SHOE POLISH LIQUID BLACK,8901396055006,code128,CHERRY,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
SHOE POLISH LIQUID DARK TAN,8901396056003,code128,CHERRY,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MARGO BATH SOAP,8902102230854,code128,JYOTHY LABROTRIES,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
DANT KANTI NATURAL TOOTHPASTE,8904109450327,code128,PATANJALI,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KESH KANTI REETHA SHAMPOO,8904109450495,code128,PATANJALI,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
TOOTHPASTE,8906032010999,code128,PATANJALI,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CLOVES,8906128400567,code128,GREENS,C1,1111,1111,1111,85,85,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MAGGIE ATTA ,8901058866711,code128,NESTLE,C1,1111,1111,1111,86,86,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
NAVRATAN COOL BLAST POWDER,8901248121330,code128,EMAMI,C1,1111,1111,1111,86,86,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
HARPIC TOILET CLEANER,8901396151005,code128,HARPIC,C1,1111,1111,1111,86,86,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
HARPIC WHITE & SHINE,8901396153009,code128,RECKITT BENCKISER,C1,1111,1111,1111,86,86,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MOONG CHILKA,8904043926520,code128,TATA SAMPANN,C1,1111,1111,1111,86,86,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
SAVLON BATH SOAP,8901725977146,code128,ITC,C1,1111,1111,1111,87,87,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
FAIRGLOW BATH SOAP,8901023011368,code128,GODREJ,C1,1111,1111,1111,88,88,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
BASMATI RICE,690225103626,code128,INDIA GATE,C1,1111,1111,1111,89,89,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GOODNIGHT LIQUID,8901023011719,code128,GOODNIGHT,C1,1111,1111,1111,89,89,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GOODNIGHT MACHINE,8901023019715,code128,GOODNIGHT,C1,1111,1111,1111,89,89,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
