Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details
AJWAIN,8.90613E+12,code128,GREENS,cat123,1111,1111,1111,48,48,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,48,0,,
DESI GHEE,8.906E+12,code128,MILKFOOD,cat123,1111,1111,1111,252,252,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,252,0,,
TOILET ROLL 2 PLY,8.90725E+12,code128,PASEO,cat123,1111,1111,1111,350,350,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,350,0,,
CLEANZO WHITE PHENYL,8.90801E+12,code128,DIVYA SOAPS,cat123,1111,1111,1111,250,250,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,250,0,,
FOGG NAPOLEON DEO,8.908E+12,code128,VINI COSMETICS,cat123,1111,1111,1111,185,185,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,185,0,,
GREEN TEA TULSI GINGER,8.01541E+11,code128,ORGANIC INDIA,cat123,1111,1111,1111,148,148,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,148,1000,,
GREEN TEA CLASSIC,8.01541E+11,code128,ORGANIC INDIA,cat123,1111,1111,1111,174,174,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,174,1000,,
GREEN TEA JASMINE,8.01541E+11,code128,ORGANIC INDIA,cat123,1111,1111,1111,174,174,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,174,1000,,
GREEN TEA POMEGRANATE,8.01542E+11,code128,ORGANIC INDIA,cat123,1111,1111,1111,174,174,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,174,1000,,
GREEN TEA EARLY GREY,8.01542E+11,code128,ORGANIC INDIA,cat123,1111,1111,1111,174,174,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,174,1000,,
GREEN TEA TULSI JASMINE,8.01542E+11,code128,ORGANIC INDIA,cat123,1111,1111,1111,174,174,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,174,1000,,
GREEN TEA GINGER TURMERIC,8.01542E+11,code128,ORGANIC INDIA,cat123,1111,1111,1111,148,148,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,148,1000,,
GREEN TEA ASHWAGANDHA,8.01542E+11,code128,ORGANIC INDIA,cat123,1111,1111,1111,174,174,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,174,1000,,
GREEN TEA AYUSH KWATH,8.01542E+11,code128,ORGANIC INDIA,cat123,1111,1111,1111,184,184,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,184,1000,,
GREEN TEA TULSI SWEET ROSE,8.01542E+11,code128,ORGANIC INDIA,cat123,1111,1111,1111,148,148,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,148,1000,,
GREEN TEA TULSI MULETHI,8.01542E+11,code128,ORGANIC INDIA,cat123,1111,1111,1111,148,148,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,148,1000,,
GREEN TEA SWEET LEMON TEA,8.01542E+11,code128,ORGANIC INDIA,cat123,1111,1111,1111,154,154,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,154,1000,,
SUGAR,8.08042E+11,code128,GREENS,cat123,1111,1111,1111,60,60,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,60,1000,,
compan1,83488368,code128,,C1,1111,1111,1111,50,48,20,,Exclusive,no_image.png,,,,,,,,,,,,,,,,
AAA BATTERY,89003565,code128,PANASONIC,cat123,1111,1111,1111,10,10,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,10,1000,,
GULAB JAL,89005583,code128,DABUR,cat123,1111,1111,1111,28,28,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,28,1000,,
GULABARI GULAB JAL,89005590,code128,DABUR,cat123,1111,1111,1111,45,45,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,45,1000,,
GULABARI GULAB JAL,89005606,code128,DABUR,cat123,1111,1111,1111,75,75,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,75,1000,,
COFFEE,89006733,code128,NESCAFE,cat123,1111,1111,1111,75,75,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,75,1000,,
COFFEE,89006740,code128,NESCAFE,cat123,1111,1111,1111,150,150,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,150,1000,,
COFFEE,89008560,code128,NESCAFE,cat123,1111,1111,1111,10,10,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,10,1000,,
JOHNSONS BABY POWDER,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,75,75,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,75,1000,,
JOHNSONS BABY POWDER,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,135,135,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,135,1000,,
JOHNSONS BABY POWDER,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,225,225,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,225,1000,,
JOHNSONS BABY SOAP,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,52,52,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,52,1000,,
JOHNSONS BABY SOAP,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,62,62,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,62,1000,,
JOHNSONS BABY SOAP,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,90,90,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,90,1000,,
JOHNSONS BABY OIL,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,110,110,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,110,1000,,
JOHNSONS BABY OIL,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,195,195,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,195,1000,,
JOHNSONS BABY OIL,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,400,400,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,400,1000,,
JOHNSONS BABY POWDER,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,320,320,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,320,1000,,
JOHNSONS BABY CREAM,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,75,75,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,75,1000,,
JOHNSONS BABY CREAM,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,145,145,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,145,1000,,
JOHNSONS BABY LOTION,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,90,90,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,90,1000,,
JOHNSONS BABY LOTION,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,165,165,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,165,1000,,
JOHNSONS TOP-TO-TOE BABY BATH,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,85,85,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,85,1000,,
JOHNSONS TOP-TO-TOE BABY BATH,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,160,160,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,160,1000,,
JOHNSONS BABY SHAMPOO,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,90,90,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,90,1000,,
JOHNSONS BABY SHAMPOO,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,360,360,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,360,1000,,
JHONSONS MILK + RICE LOTION,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,170,170,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,170,1000,,
JOHNSONS MILK + RICE BABY CREAM,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,75,75,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,75,1000,,
JOHNSONS BABY HAIR OIL,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,80,80,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,80,1000,,
JOHNSONS BABY HAIR OIL,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,120,120,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,120,1000,,
JOHNSONS BABY WIPES,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,230,230,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,230,1000,,
LISTERINE MOUTH WASH,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,140,140,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,140,1000,,
STAYFREE SECURE 20 PADS,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,78,78,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,78,1000,,
STAYFREE SECURE 20 PADS,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,115,115,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,115,1000,,
STAYFREE ALL NIGHT ULTRA DRY XL 7 PADS,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,90,90,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,90,1000,,
STAYFREE ALL NIGHT ULTRA DRY XL 14 PADS,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,175,175,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,175,1000,,
STAYFREE SECURE 6 PADS,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,28,28,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,28,1000,,
STAYFREE SECURE XL 6 PADS,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,36,36,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,36,1000,,
STAYFREE ALL NIGHT ULTRA DRY XL 42 PADS,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,450,450,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,450,1000,,
CLEAN & CLEAR FOAMING FACE WASH,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,130,130,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,130,1000,,
CLEAN & CLEAR FOAMING FACE WASH,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,155,155,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,155,1000,,
CLEAN & CLEAR MORNING ENERGY FACE WASH,8.90101E+12,code128,JHONSON & JHONSON,cat123,1111,1111,1111,145,145,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,145,1000,,
CINTHOL BATH SOAP COOL,8.90102E+12,code128,GODREJ,cat123,1111,1111,1111,99,99,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,99,1000,,
EZEE LIQUID WINTER AND CHIFFON,8.90102E+12,code128,GODREJ,cat123,1111,1111,1111,49,49,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,49,2000,,
EZEE LIQUID WINTER AND CHIFFON,8.90102E+12,code128,GODREJ,cat123,1111,1111,1111,90,90,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,90,1000,,
NO. 1 BATH SOAP,8.90102E+12,code128,GODREJ,cat123,1111,1111,1111,72,72,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,72,1000,,
CINTHOL BATH SOAP LIME,8.90102E+12,code128,GODREJ,cat123,1111,1111,1111,124,124,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,124,1000,,
FAIRGLOW BATH SOAP,8.90102E+12,code128,GODREJ,cat123,1111,1111,1111,88,88,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,88,1000,,
GOODNIGHT LIQUID,8.90102E+12,code128,GOODNIGHT,cat123,1111,1111,1111,89,89,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,89,1000,,
PROTEKT HANDWASH BLUE,8.90102E+12,code128,GODREJ,cat123,1111,1111,1111,115,115,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,115,1000,,
PROTEKT HANDWASH GREEN,8.90102E+12,code128,GODREJ,cat123,1111,1111,1111,115,115,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,115,1000,,
KAKA HIT LIME FRESH,8.90102E+12,code128,HIT,cat123,1111,1111,1111,99,99,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,99,1000,,
KALA HIT LIME FRESH,8.90102E+12,code128,HIT,cat123,1111,1111,1111,182,182,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,182,1000,,
AER POCKET BATHROOM FRESHNER,8.90102E+12,code128,GODREJ,cat123,1111,1111,1111,55,55,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,55,1000,,
KALA HIT LIME FRESH,8.90102E+12,code128,HIT,cat123,1111,1111,1111,325,325,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,325,1000,,
AER ROOM FRESHNER,8.90102E+12,code128,GODREJ,cat123,1111,1111,1111,149,149,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,149,1000,,
GOODNIGHT MACHINE,8.90102E+12,code128,GOODNIGHT,cat123,1111,1111,1111,89,89,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,89,1000,,
EZEE LIQUID 2 IN 1,8.90102E+12,code128,GODREJ,cat123,1111,1111,1111,230,230,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,230,1000,,
RED LABEL TEA,8.90103E+12,code128,BROOKE BOND,cat123,1111,1111,1111,410,410,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,410,2000,,
RED LABEL TEA,8.90103E+12,code128,BROOKE BOND,cat123,1111,1111,1111,110,110,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,110,1000,,
RED LABEL TEA,8.90103E+12,code128,BROOKE BOND,cat123,1111,1111,1111,215,215,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,215,2000,,
TAAZA TEA,8.90103E+12,code128,HUL,cat123,1111,1111,1111,70,70,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,70,1000,,
KNORR HOT & SOUR VEGETABLE SOUP,8.90103E+12,code128,HUL,cat123,1111,1111,1111,55,55,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,55,1000,,
KNORR MIXED VEGETABLE SOUP,8.90103E+12,code128,HUL,cat123,1111,1111,1111,55,55,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,55,1000,,
KNORR THICK TOMATO SOUP,8.90103E+12,code128,HUL,cat123,1111,1111,1111,55,55,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,55,1000,,
REX BAKING POWDER,8.90103E+12,code128,HUL,cat123,1111,1111,1111,30,30,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,30,1000,,
BROWN & POLSON CORNFLOUR,8.90103E+12,code128,HUL,cat123,1111,1111,1111,25,25,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,25,2000,,
CORNFLOUR,8.90103E+12,code128,BROWN & POLSON,cat123,1111,1111,1111,77,77,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,77,1000,,
KISSAN MIXED FRUIT JAM,8.90103E+12,code128,HUL,cat123,1111,1111,1111,65,65,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,65,2000,,
KISSAN MIXED FRUIT JAM,8.90103E+12,code128,HUL,cat123,1111,1111,1111,150,150,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,150,2000,,
KISSAN MIXED FRUIT JAM,8.90103E+12,code128,HUL,cat123,1111,1111,1111,215,215,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,215,1000,,
BROWN & POLSON CUSTARD POWDER,8.90103E+12,code128,HUL,cat123,1111,1111,1111,35,35,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,35,2000,,
LIPTON YELLOW LABEL,8.90103E+12,code128,HUL,cat123,1111,1111,1111,220,220,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,220,1000,,
SURF EXCEL MATIC FRONT LOAD,8.90103E+12,code128,HUL,cat123,1111,1111,1111,530,530,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,530,1000,,
TOMATO PUREE,8.90103E+12,code128,HUL,cat123,1111,1111,1111,25,25,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,25,1000,,
AXE DARK TEMPTATION DEO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,200,200,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,200,1000,,
RED LABEL TEA NATURAL CARE,8.90103E+12,code128,BROOKE BOND,cat123,1111,1111,1111,270,270,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,270,1000,,
AXE TEMPTATION AFTER SHAVE LOTION,8.90103E+12,code128,HUL,cat123,1111,1111,1111,205,205,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,205,1000,,
TAJ MAHAL TEA,8.90103E+12,code128,HUL,cat123,1111,1111,1111,135,135,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,135,1000,,
TAJ MAHAL TEA,8.90103E+12,code128,HUL,cat123,1111,1111,1111,260,260,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,260,1000,,
TAJ MAHAL TEA,8.90103E+12,code128,HUL,cat123,1111,1111,1111,520,520,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,520,1000,,
KISSAN FRESH TOMATO SAUCE (REFFIL),8.90103E+12,code128,HUL,cat123,1111,1111,1111,130,130,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,130,2000,,
VIM BAR COMBO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,48,48,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,48,1000,,
LIFEBUOY HAND WASH,8.90103E+12,code128,LIFEBUOY,cat123,1111,1111,1111,119,119,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,119,1000,,
PEPSODENT GERMICHECK+ TOOTHPASTE,8.90103E+12,code128,HUL,cat123,1111,1111,1111,90,90,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,90,1000,,
PEPSODENT GERMICHECK+ TOOTHPASTE,8.90103E+12,code128,HUL,cat123,1111,1111,1111,129,129,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,129,1000,,
RED LABEL TEA,8.90103E+12,code128,BROOKE BOND,cat123,1111,1111,1111,140,140,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,140,1000,,
DOVE DEEP PURE FACE WASH,8.90103E+12,code128,HUL,cat123,1111,1111,1111,175,175,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,175,1000,,
PEPSODENT GUMCARE9+ TOOTHPASTE,8.90103E+12,code128,HUL,cat123,1111,1111,1111,98,98,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,98,1000,,
PEPSODENT 2 IN 1 TOOTHPASTE,8.90103E+12,code128,HUL,cat123,1111,1111,1111,97,97,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,97,1000,,
LUX BATH SOAP,8.90103E+12,code128,HUL,cat123,1111,1111,1111,30,30,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,30,1000,,
LUX BATH SOAP,8.90103E+12,code128,HUL,cat123,1111,1111,1111,55,55,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,55,1000,,
TAAZA MASALA TEA,8.90103E+12,code128,HUL,cat123,1111,1111,1111,75,75,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,75,1000,,
SURF EXCEL EASY WASH,8.90103E+12,code128,HUL,cat123,1111,1111,1111,496,496,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,496,1000,,
KISSAN FRESH TOMATO SAUCE (BOTTLE),8.90103E+12,code128,HUL,cat123,1111,1111,1111,140,140,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,140,1000,,
TRESEMME KERATIN SMOOTH SHAMPOO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,465,465,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,465,1000,,
TRESEMME HAIRFALL DEFENCE SHAMPOO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,187,187,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,187,1000,,
DOVE DRYNESS CARE SHAMPOO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,230,230,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,230,1000,,
SHAMPOO,8.90103E+12,code128,DOVE,cat123,1111,1111,1111,110,110,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,110,1000,,
DOVE INTENSE REPAIR SHAMPOO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,110,110,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,110,1000,,
DOVE DAILY SHINE SHAMPOO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,500,500,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,500,1000,,
TRESEMME SMOOTH & SHINE SHAMPOO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,120,120,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,120,1000,,
TRESEMME KERATIN SMOOTH SHAMPOO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,130,130,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,130,1000,,
DOVE DAILY SHINE SHAMPOO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,230,230,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,230,2000,,
SURF EXCEL MATIC TOP LOAD,8.90103E+12,code128,HUL,cat123,1111,1111,1111,999,999,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,999,1000,,
SURF EXCEL MATIC FRONT LOAD,8.90103E+12,code128,HUL,cat123,1111,1111,1111,1099,1099,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,1099,1000,,
VIM BAR,8.90103E+12,code128,HUL,cat123,1111,1111,1111,40,40,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,40,1000,,
KISSAN FRESH TOMATO SAUCE (REFFIL),8.90103E+12,code128,HUL,cat123,1111,1111,1111,50,50,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,50,1000,,
LIRIL BATH SOAP,8.90103E+12,code128,HUL,cat123,1111,1111,1111,57,57,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,57,1000,,
LIFEBUOY BATH SOAP,8.90103E+12,code128,HUL,cat123,1111,1111,1111,80,80,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,80,1000,,
FAIR & LOVELY INSTANT GLOW FACE WASH,8.90103E+12,code128,HUL,cat123,1111,1111,1111,120,120,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,120,1000,,
FAIR & LOVELY,8.90103E+12,code128,FAIR & LOVELY,cat123,1111,1111,1111,54,54,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,54,1000,,
FAIR & LOVELY,8.90103E+12,code128,FAIR & LOVELY,cat123,1111,1111,1111,102,102,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,102,1000,,
LAKME BLUSH GLOW FACE WASH,8.90103E+12,code128,HUL,cat123,1111,1111,1111,105,105,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,105,1000,,
COFFEE,8.90103E+12,code128,BRU,cat123,1111,1111,1111,2,2,0,,Inclusive,,C1,,,,,,,,0,,Mr Demo Supplier,,2,1000,,
VASELINE PETRO JELLY,8.90103E+12,code128,HUL,cat123,1111,1111,1111,125,125,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,125,1000,,
VASELINE PETRO JELLY,8.90103E+12,code128,HUL,cat123,1111,1111,1111,72,72,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,72,1000,,
COMFORT FABRIC CONDITIONER MORNING FRESH (BLUE),8.90103E+12,code128,HUL,cat123,1111,1111,1111,218,218,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,218,1000,,
COMFORT FABRIC CONDITIONER ANTI-BACTERIAL (GREEN),8.90103E+12,code128,HUL,cat123,1111,1111,1111,218,218,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,218,1000,,
COMFORT FABRIC CONDITIONER LILY FRESH (PINK),8.90103E+12,code128,HUL,cat123,1111,1111,1111,218,218,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,218,1000,,
GLOW & LOVELY AYURVEDIC,8.90103E+12,code128,HUL,cat123,1111,1111,1111,72,72,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,72,1000,,
GLOW & LOVELY AYURVEDIC,8.90103E+12,code128,HUL,cat123,1111,1111,1111,133,133,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,133,1000,,
SUNSILK BLACK SHINE SHAMPOO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,95,95,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,95,1000,,
PEPSODENT GERMICHECK+ TOOTHPASTE,8.90103E+12,code128,HUL,cat123,1111,1111,1111,52,52,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,52,1000,,
FACEWASH WHITE BEAUTY,8.90103E+12,code128,PONDS,cat123,1111,1111,1111,79,79,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,79,1000,,
FAIR & LOVELY BATH SOAP,8.90103E+12,code128,HUL,cat123,1111,1111,1111,90,90,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,90,1000,,
GLOW & HANDSOME,8.90103E+12,code128,HUL,cat123,1111,1111,1111,75,75,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,75,1000,,
SUNSILK THICK AND LONG SHAMPOO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,180,180,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,180,1000,,
CLINIC PLUS SHAMPOO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,84,84,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,84,1000,,
CLINIC PLUS SHAMPOO,8.90103E+12,code128,HUL,cat123,1111,1111,1111,159,159,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,159,1000,,
RIN POWDER,8.90103E+12,code128,HUL,cat123,1111,1111,1111,65,65,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,65,1000,,
LIPTON GREEN LABEL,8.90103E+12,code128,HUL,cat123,1111,1111,1111,460,460,0,,Inclusive,,,,,,,,,,0,,Mr Demo Supplier,,460,1000,,
